	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TSPO	881.130828475263	-2.131178414095	0.273858116582649	-7.78205313280108	7.13568849968629e-15	2.55776876458492e-12
IGF1	504.900335444381	2.61575812893109	0.337076934796864	7.76012197484665	8.48477424918352e-15	2.96336179610587e-12
CLSPN	107.088562795688	3.39099026692362	0.437185292148094	7.75641433466829	8.73642750427247e-15	2.97497197589238e-12
ACACB	2876.07965107177	-2.01404653759344	0.259901377550345	-7.74927226849077	9.24206659146451e-15	3.07039485469117e-12
GLIPR1	165.502009126455	2.72310782114196	0.352030871826086	7.73542333664207	1.03059588406424e-14	3.34232060400928e-12
EDIL3	490.001087218288	3.21483141219569	0.419943363364733	7.6553928283027	1.92722213556381e-14	6.10481225779412e-12
NOPCHAP1	517.458099001647	2.25892081642027	0.295365635374213	7.64787959695562	2.04320385402155e-14	6.32510902173354e-12
PLEK	93.6209419072858	3.28074623521104	0.438987656692209	7.47343617798187	7.81273399712555e-14	2.36482777277438e-11
TMEM74	189.278263169917	2.75493307383318	0.373907855668872	7.36794649287314	1.73276302287481e-13	5.13086198577779e-11
JAK2	1483.36692835814	2.46006560217835	0.335227671615522	7.33849204727896	2.16013743324666e-13	6.26026212303252e-11
SPN	143.60099619137	2.74980278535054	0.375689628168797	7.31934708646003	2.49180338023671e-13	7.07101121712588e-11
EIF5A	3853.85700453034	-1.75061591360916	0.239560370687086	-7.30761898801622	2.71917507942934e-13	7.55875178712389e-11
ACAP3	853.483910359133	-2.35977936146317	0.325120363535455	-7.25817151470376	3.92357855200616e-13	1.06886126913752e-10
NCF2	91.4234059329143	3.03268548930024	0.420171080846671	7.21773969590955	5.28587722315022e-13	1.41174379718685e-10
GNB4	527.782122743472	2.02673137936607	0.281844218990946	7.1909631023199	6.43358686335147e-13	1.6852285897252e-10
FPR3	78.5127362046605	3.28463359046287	0.458042887000069	7.17101756993854	7.44423484038736e-13	1.91316835397955e-10
CCL5	192.267923809661	2.44653151715109	0.341507388083467	7.16391973503406	7.84023196297804e-13	1.97762591792081e-10
C4A	284.33675416259	-11.3704771233118	1.59423695619882	-7.13223782644122	9.87500520498204e-13	2.4455899254011e-10
MFSD10	360.617849697922	-2.81859694096278	0.395598747384647	-7.1248884370764	1.0416502481481e-12	2.53362821964736e-10
FANCI	116.583979129991	2.69709511460608	0.379323450744142	7.11027780991399	1.1580960351579e-12	2.76744317454137e-10
PGAP3	320.793687994485	-2.08336323241107	0.293246205741336	-7.10448487183068	1.20772148670847e-12	2.83627144318207e-10
PARD6B	219.758782779323	-3.04602565183582	0.429188002739505	-7.0971826621272	1.27325728108601e-12	2.93949786875807e-10
TF	629.136693090197	1.86952750152855	0.264330314549125	7.07269427162544	1.5195402827409e-12	3.44960969853564e-10
MS4A7	141.048960570933	2.92655126352829	0.415131937830548	7.04968950069765	1.79317473889826e-12	4.00407100303823e-10
FCGR2A	273.09598056817	3.01595189778001	0.42886711866818	7.03236915701501	2.03055696518316e-12	4.46100264883223e-10
RET	72.3728083365312	-4.09816428392349	0.583156028170904	-7.02756052574398	2.10175648418303e-12	4.54413096365985e-10
NEUROD2	259.808099526721	-2.51566223736462	0.359114692490428	-7.00517770497978	2.46672542592194e-12	5.24988547288793e-10
INHBA	99.0547218522778	2.76764127665885	0.395596448565909	6.99612265654033	2.63143186631979e-12	5.51426668479106e-10
ANKRD1	61883.6349647895	3.51030619291754	0.502596122903996	6.98434793455035	2.86182025493688e-12	5.90618995340837e-10
DTL	88.7708980794034	4.85470794036478	0.698020220466334	6.95496748951119	3.52643350063054e-12	7.16918667344606e-10
OBSL1	3252.94789512044	-2.5739715281559	0.370217492335777	-6.95259295263493	3.58632374497127e-12	7.18372290150789e-10
TYROBP	266.161201125575	2.66668886240844	0.385727605596018	6.9133990508352	4.73176437819083e-12	9.34077718773005e-10
EML5	64.6674917459144	3.41940059854682	0.495241646388767	6.9045093914872	5.03772247542129e-12	9.80268826253049e-10
ADAMTS15	683.909308038538	-2.02313186116813	0.29362847860406	-6.89010776742877	5.57501375575377e-12	1.06953890657918e-09
FYB1	94.343026235362	3.948888484638	0.574378796453269	6.87505964534553	6.1963927542335e-12	1.16238456099049e-09
NABP1	290.318024235033	4.03445898737624	0.586890451152331	6.87429652238297	6.22965075635459e-12	1.16238456099049e-09
C18orf32	1114.85257976354	1.80136330610045	0.263558340040369	6.83478013188479	8.21308958826799e-12	1.511763422727e-09
CAV3	445.64922003237	-2.52925361055191	0.37176170136236	-6.80342703748987	1.02159241497677e-11	1.85534803791981e-09
MCM6	311.162631291308	2.23953983028017	0.331277273478524	6.76031834832567	1.37688862372289e-11	2.46771051891178e-09
PRRG3	1723.2154362734	4.28376452366263	0.634364143315794	6.7528478221855	1.44970977373271e-11	2.56448010753418e-09
LYZ	244.490585871503	4.44459720250779	0.660063655463222	6.73358874666209	1.65528619347039e-11	2.89059656939232e-09
CSF1R	569.489020400754	1.83631598428476	0.273667329188545	6.71002998322689	1.9458442738822e-11	3.35498036133537e-09
HSPA1B	5795.21195277341	-2.45559221219037	0.366152925229016	-6.70646618664722	1.9939402348506e-11	3.3949324923625e-09
GLRX	1264.11585748993	1.90424356261748	0.285385079293071	6.67254072053976	2.51412258447809e-11	4.22776095347852e-09
GINS2	118.549808140304	3.72909625460431	0.559202771685346	6.66859401173106	2.58265593020662e-11	4.29004346650542e-09
GBA2	2719.76426651088	-1.81697055126031	0.272888283465474	-6.65829447928714	2.77023311089601e-11	4.54618616909813e-09
DHFR	544.520382581003	2.30986091030543	0.34709853334452	6.65477001025736	2.83743397582536e-11	4.60103430770444e-09
RUNX1	100.932426397672	3.27673298981748	0.501270516529692	6.53685561341686	6.28256464443541e-11	1.00676250613947e-08
UBE2Q2	651.609451701258	1.75146541637741	0.268868209054471	6.51421535679799	7.3070600639088e-11	1.15731936198258e-08
CTDSP1	2369.11001282188	-1.72344753312879	0.267036155159254	-6.453985723772	1.08946078178627e-10	1.7056948630702e-08
NPPA	4982.76992529012	4.29994312258135	0.667580187100257	6.44108858481683	1.18619609935834e-10	1.8360428487909e-08
TUBGCP6	711.315337450038	-1.96666593332853	0.305715169834997	-6.43300080395093	1.25108989178043e-10	1.91472982201587e-08
NOXA1	84.8021529514411	-3.74197688316025	0.582006499751407	-6.42944174121521	1.28073433170736e-10	1.93832025913178e-08
VIPR2	670.590532034985	-2.01272338500585	0.314382183633119	-6.40215473328056	1.5319928611849e-10	2.29310711672523e-08
CPXM1	190.953643325937	2.31090270659849	0.361312156856966	6.39586203437189	1.59644103512079e-10	2.36360036297612e-08
EVI2B	155.070235167126	3.74852536789177	0.589747810169175	6.35614970205056	2.0687342691701e-10	3.02991714842645e-08
CNKSR3	610.787859988102	1.68414811944373	0.265318808690453	6.34763938431756	2.18643855723718e-10	3.16824250937528e-08
ANKRD9	2006.04764402385	-2.03942804649286	0.322193808925485	-6.32981761286583	2.45451156257987e-10	3.5192528414632e-08
PTN	1259.62711840833	2.31016849173879	0.365171973790013	6.32624806269285	2.51193887944415e-10	3.55030417170932e-08
SLC2A4	2880.61116472884	-1.52642111507519	0.241322024052712	-6.32524578337604	2.52829825017109e-10	3.55030417170932e-08
DENND4B	1189.53949971257	-1.62382474249979	0.257068137602862	-6.31670948271464	2.67191186534333e-10	3.71368484875933e-08
TSPAN4	531.006490970202	-2.22171258679615	0.352936281139218	-6.29493964073301	3.07519497270537e-10	4.19084680332796e-08
PTPN3	580.032797875692	3.17665860744099	0.504643168610673	6.29486101275602	3.076754132096e-10	4.19084680332796e-08
TST	533.088339021333	-3.02013877394829	0.479931981783428	-6.29284750460981	3.11694516594909e-10	4.20355545597946e-08
CHEK1	52.8424592568632	3.51679089714412	0.560420239961043	6.27527459998336	3.49017757780938e-10	4.66075576346485e-08
F13A1	722.032513733113	3.91770243410521	0.626240679883799	6.25590537304628	3.95216338145827e-10	5.22644829309156e-08
IGF2	7373.69022867603	2.05092691313165	0.328131800172232	6.25031439212883	4.0962727261259e-10	5.36493565409239e-08
HAPLN1	130.883079022343	3.03124224214916	0.485249028701472	6.24677652680886	4.19009879778713e-10	5.43555578330081e-08
OPLAH	1048.53197185979	-2.10475447960703	0.337324921166249	-6.23954634697658	4.38841720190155e-10	5.63911610444349e-08
SHISA9	261.510091483691	2.86707368550392	0.460487102831997	6.22617586436495	4.77957544376543e-10	6.08435487098401e-08
STAT4	273.049229527509	3.76710695418778	0.60625772141989	6.21370552669417	5.17494680282447e-10	6.52666207419187e-08
CHKB	1162.29112932488	-2.44209015629761	0.393292420797405	-6.20934965221614	5.32043241270821e-10	6.64858806362372e-08
SEPTIN6	371.649185652638	1.75132508713252	0.282275725924122	6.20430637951237	5.49386648714616e-10	6.80290503831071e-08
RASD1	319.667062206573	-5.10424549286958	0.824128963297643	-6.19350334739555	5.88414384383535e-10	7.22053363034966e-08
PLCD3	1192.71982128236	-1.53595982964103	0.24874805131998	-6.17476125537654	6.62635245516838e-10	8.05870953498647e-08
RGS4	517.11423989563	3.42814137865296	0.556027438559751	6.16541764113781	7.02973512370801e-10	8.47363027610857e-08
SYNGR2	2626.60227139947	-1.77222491107616	0.288354343536012	-6.14599693330033	7.94628188026317e-10	9.49441276237409e-08
AZIN1	1568.74085551192	1.65588335083042	0.269963418971299	6.13373232988453	8.58409037000699e-10	1.016400336874e-07
GTPBP6	1060.75441957379	-1.80623972890325	0.294540093213547	-6.13240699830189	8.65593121484353e-10	1.016400336874e-07
PROB1	1178.38790906919	-2.11822236197421	0.347312908425347	-6.09888751782318	1.06809193022569e-09	1.24345984458155e-07
MS4A6A	194.713884981772	2.65838414089886	0.436165012435634	6.09490460056368	1.09502735013294e-09	1.26401419797973e-07
HSF4	209.098666672583	-2.90906411777438	0.47752683576252	-6.09193850462698	1.11551538822804e-09	1.2681187734246e-07
ZBTB48	240.505477477411	-1.9970140513455	0.32782559723659	-6.09169652455256	1.11720323625984e-09	1.2681187734246e-07
ENTPD6	1469.8680381719	-1.60475915297579	0.263603863986352	-6.08776794356425	1.1449565885763e-09	1.28888047049569e-07
SPNS1	495.802391640825	-1.84697934079324	0.305765272101157	-6.04051378399244	1.5362425919702e-09	1.71517707747754e-07
DBNL	2210.34544746302	2.21295079999167	0.366463086282388	6.03867315106992	1.55386628793064e-09	1.72074900064254e-07
SULT1B1	284.204346658634	2.86309672412505	0.475040724804647	6.02705531257864	1.66973871675257e-09	1.83415411781345e-07
RTEL1	233.309428528352	-2.16565878083307	0.359624717694823	-6.02199647097351	1.72278652423234e-09	1.87728601972549e-07
TGFB2	231.838238932834	2.89564512273817	0.481951236539441	6.00817033592402	1.87628661484817e-09	2.01719948109388e-07
NCKAP1L	96.7499342815567	2.33192923355386	0.388151546989938	6.00778034156416	1.88080415607461e-09	2.01719948109388e-07
TEF	540.092894131547	-2.20519470768604	0.367367170851273	-6.00269943167786	1.9406366870055e-09	2.06511033700796e-07
PILRB	636.427213742578	-2.97320302533026	0.497258348396649	-5.97919177207783	2.24247437884852e-09	2.36780957475161e-07
SLC2A1	494.073753615368	-2.71244196125497	0.453797482789636	-5.97720803689949	2.26994246020442e-09	2.37329135520979e-07
LASP1NB	87.7137755987434	2.90928429593119	0.486802942909682	5.9763079461723	2.28251352714545e-09	2.37329135520979e-07
ETFRF1	644.038972011175	1.74178575409515	0.291656024406057	5.97205477802906	2.34283832789866e-09	2.41756067153846e-07
PTPA	2571.23033165712	-1.50408038300479	0.252075035886279	-5.96679626650274	2.41957209511331e-09	2.47796928628109e-07
RAMP1	1659.04613578839	-1.85126046121452	0.311328375792822	-5.94632743160704	2.74225343888684e-09	2.78748015605057e-07
PLPP7	2166.83888464273	-1.86757518559704	0.314318289064253	-5.94166884515991	2.82134930869844e-09	2.84663695805789e-07
OSBP2	393.901976361492	2.23272984450583	0.376329550381985	5.93291130669792	2.97609639462161e-09	2.9806918375839e-07
CHAF1B	96.3640844489642	2.59739152261031	0.438532614196402	5.92291528275487	3.16283802587267e-09	3.14459976280377e-07
FASTK	1450.73381855575	-1.692107795712	0.286132155550482	-5.91372819477977	3.3444962550579e-09	3.30111474566258e-07
CENPU	105.218667899647	3.07377394093259	0.521887744742717	5.88972240083528	3.86844880126664e-09	3.79080151957215e-07
RRAD	3196.4106373601	-1.82600215740901	0.310297503602482	-5.88468207513613	3.98819873953927e-09	3.88023250223318e-07
TNC	607.198105546099	3.11857787605614	0.530908301516657	5.87404240458707	4.25294507744832e-09	4.10846559573926e-07
NUSAP1	69.1356892109252	2.62249453563122	0.446840928613513	5.86896671208804	4.38519460474361e-09	4.17990439149989e-07
PTOV1	1511.89756419236	-1.76971834205368	0.301544290484235	-5.86885044054981	4.38827052334252e-09	4.17990439149989e-07
TRPM4	594.879820452054	-1.5963227693151	0.272336566087588	-5.86158073536734	4.58481462141935e-09	4.33678888599673e-07
KAT8	854.289821710099	-1.71777621821918	0.293255482115172	-5.85760991006655	4.6957604075599e-09	4.41110017319816e-07
PCLO	75.5519963498713	3.95130287546547	0.675357989838309	5.85067909896419	4.89569974026137e-09	4.56741960014385e-07
CA14	345.88817199648	-4.7065198543633	0.807988919365286	-5.82498069164178	5.71192031664965e-09	5.29265759408741e-07
OR1A1	290.055154293494	2.15601705073491	0.370312454910261	5.82215645773347	5.8093126111838e-09	5.34653020790098e-07
PLA2G4B	306.939356831939	-2.63306001000801	0.453495506022177	-5.80614355609347	6.39281557497121e-09	5.84406315078409e-07
TPRA1	402.74356485128	-1.87909867682474	0.323821070319794	-5.80289193340325	6.51808037829424e-09	5.91885152218306e-07
RSRP1	962.471567270286	-1.86862061656837	0.32288824350492	-5.7872054934075	7.1567008685841e-09	6.45572334642278e-07
DMTN	525.652493200971	2.24767592612785	0.388527540431911	5.78511351763943	7.24633789341775e-09	6.49357687146336e-07
IGSF6	59.7918998821362	3.49415535244913	0.605814986774192	5.76769381532571	8.03636392857664e-09	7.15446490661061e-07
SLC4A3	6926.80919974892	-2.18041086427633	0.378341853746841	-5.76307073268003	8.25971582395972e-09	7.30555774273736e-07
CLEC7A	53.1800202836199	3.4339452660226	0.59630588989604	5.75869754803408	8.47654256142738e-09	7.41803598517409e-07
LCP1	329.144935445643	2.66390179087372	0.46261833660039	5.75831431682918	8.49580510746023e-09	7.41803598517409e-07
C1QB	545.841749464416	2.51921255605474	0.437728230272092	5.75519781872144	8.65403947126966e-09	7.5080682572079e-07
NME3	250.846974043159	-2.35859866008589	0.410286533933947	-5.74866213002644	8.99523649751291e-09	7.75469090712806e-07
HPR	221.188984127237	-2.73021103633513	0.476116665629568	-5.7343320102542	9.78973989724936e-09	8.38654384531029e-07
HSPBP1	590.431861590576	-1.65035222513884	0.288402116988543	-5.72239982969473	1.05029771741259e-08	8.94131575554803e-07
CNKSR2	40.6392937739403	3.28893741870198	0.574902122517975	5.72086497836708	1.05983098320568e-08	8.96643342996556e-07
CYBB	200.065483637906	3.07992806937019	0.539838690430233	5.70527478665079	1.16155546745748e-08	9.76638705076437e-07
HECW2	917.611042291468	1.67675135017937	0.295551615004903	5.67329449426814	1.40077117166833e-08	1.17054626560088e-06
CTSS	221.933402075842	2.4806264022304	0.438451093846357	5.65770375999944	1.53411632793294e-08	1.27415844529113e-06
NXF1	1088.58008337806	-1.56362832384362	0.276602512807491	-5.65297946129605	1.57690155858055e-08	1.3017561290561e-06
HEXD	285.921951647812	-2.72013614815825	0.481657351363739	-5.64745070423322	1.62844508195469e-08	1.33392130980557e-06
NPR3	3327.24400894883	4.67016438022829	0.827059024292883	5.64671231804909	1.63545157284729e-08	1.33392130980557e-06
PRDX1	2640.34480166118	-1.49606319802746	0.265017137685636	-5.64515642683489	1.65031128318456e-08	1.33802916596767e-06
PLCE1	807.745553666552	2.03313689291023	0.361394108254619	5.62581637738762	1.8463266895557e-08	1.482448198718e-06
CD4	180.135123207788	2.16800254068536	0.385391544490068	5.6254543507278	1.85020331680537e-08	1.482448198718e-06
LOC122513141	59.952063125216	-9.12291908028641	1.62315264509075	-5.62049361646842	1.90412627574219e-08	1.51673122818037e-06
HSPB6	12386.9628302465	2.74873298811851	0.48935973372718	5.61699869987862	1.94302884376205e-08	1.538720690749e-06
HSPB2	1351.53016441736	-2.09304407451797	0.373833619533811	-5.59886528431579	2.15759375556717e-08	1.69876211240349e-06
LAMA5	1860.32805605657	-1.87638780439353	0.335376027796886	-5.59487753707288	2.20777549282932e-08	1.72828218320851e-06
NBEAL2	473.522959959274	-1.54816423755259	0.2769135328732	-5.59078576438334	2.26044337769804e-08	1.75939995700714e-06
SEC31B	329.01163745254	-1.82725519189154	0.327063042475073	-5.58685927356283	2.31212934636096e-08	1.78940419470356e-06
TELO2	436.235096188043	-1.74631002050046	0.312733106500371	-5.58402671224189	2.35012584960923e-08	1.79922901297205e-06
KLHL34	77.8804679313297	2.53572295509877	0.454109657305396	5.58394412958599	2.35124267167627e-08	1.79922901297205e-06
PLIN5	842.613620360113	-2.75744645218174	0.494527207585869	-5.57592466073354	2.46218476770488e-08	1.87359881122392e-06
SLMAP	5320.71952904609	1.75670564678107	0.315248361787667	5.57244972446291	2.51181991668911e-08	1.90074994917902e-06
CPSF1	875.919846587365	-1.6160111142284	0.290593451242767	-5.56107203144903	2.68122494904791e-08	2.01773287463987e-06
HHATL	6763.26457807073	-1.56198039952906	0.281181550425586	-5.55506005698062	2.775163284136e-08	2.07695049962728e-06
MFAP5	477.492736423028	1.58751441599126	0.286070513594811	5.54938150053386	2.86681986095703e-08	2.13382258612545e-06
JAZF1	841.145394715432	1.71245502112364	0.308721095314012	5.54693231890045	2.90725213098082e-08	2.15094517884857e-06
NCAPH2	830.401568602041	-1.38749140217255	0.250175029873002	-5.54608268809598	2.92140707794572e-08	2.15094517884857e-06
SH2B1	1413.37933764662	-1.54358290646375	0.278417192942622	-5.54413644556018	2.95408418168897e-08	2.16331078703148e-06
MARK2	960.776580683064	-1.5292776364413	0.276007212955189	-5.5407162011001	3.01237071807663e-08	2.19419794389956e-06
CD68	469.524153872972	3.24905444858864	0.586635157699437	5.53845845402484	3.05145612854193e-08	2.21084488972711e-06
DERPC	411.86148253331	-3.55734713849977	0.642556810621002	-5.53623754304581	3.09038365111555e-08	2.2272018895156e-06
MAP3K7CL	140.117346606573	3.49139820426634	0.630875150565692	5.53421418031076	3.12626769098989e-08	2.24120485363017e-06
GRIP2	1296.00089504768	-1.44863061912315	0.262679089656437	-5.51483036208874	3.49116535412631e-08	2.48969441301332e-06
PAQR3	272.368657992863	2.52321471848091	0.458372446853081	5.50472598386714	3.69742903149044e-08	2.62305629364225e-06
TK1	53.1129044292222	3.51520426841522	0.638884129019011	5.50209984682624	3.75294301308226e-08	2.64864439280795e-06
SH3BP5	501.425073375869	1.94676269713844	0.354187701449876	5.49641528819132	3.87589148663367e-08	2.72131535770295e-06
GTF3C5	846.444495547438	-1.84095043054804	0.335732594250292	-5.48338309141231	4.17268065012922e-08	2.91467093002103e-06
ARFGAP2	1449.72594062748	-1.42403085655376	0.26002782076744	-5.47645575904495	4.33929198781455e-08	3.01558653908275e-06
POSTN	1781.55228857096	2.29071283505027	0.420792266430854	5.44380925647712	5.21530658739646e-08	3.59090495040311e-06
MRPL38	1220.30886224613	-1.53977155575556	0.282856282710812	-5.44365336699912	5.21987504720517e-08	3.59090495040311e-06
RPL10	18540.6932281556	-1.59584678653674	0.293746847827437	-5.43272820913548	5.54989072435818e-08	3.79874681188356e-06
TFEB	782.974570264821	-1.56373342868621	0.28811236265027	-5.42751242710252	5.71448892913305e-08	3.8744838944355e-06
GBP5	98.1046190546186	2.03936075127715	0.375751379322569	5.4274205325709	5.71743089921103e-08	3.8744838944355e-06
TAFAZZIN	902.713987847267	-1.45147299582792	0.267631117441477	-5.4234089432643	5.84730083002359e-08	3.94287547553225e-06
F2R	606.808396115654	1.73742918648878	0.320652000458891	5.41842615671293	6.01259628322301e-08	4.03436324993993e-06
WDR83OS	966.237246043911	-1.70216239183337	0.314198342375342	-5.41747731374076	6.04458163341991e-08	4.03594345239278e-06
ILVBL	2039.22304918544	-2.02219580168157	0.373777184179508	-5.41016382827261	6.29671189434748e-08	4.18378110794669e-06
ZCRB1	1067.6773951116	2.23025678678465	0.412600116828092	5.40537119555368	6.46743134663594e-08	4.27635351322952e-06
ZNF784	223.574906789319	-1.84513320367498	0.341786271475642	-5.39850005007144	6.72003493626675e-08	4.42191284381108e-06
SYK	108.40095234599	2.04390542746665	0.379239159602349	5.38948939136398	7.06581505876146e-08	4.62708975554759e-06
MMP11	94.1690410586937	-2.44898041164806	0.45479708635537	-5.38477594760683	7.2534944103933e-08	4.72726542411326e-06
PPP2R1A	5353.3059588014	-1.30448291887904	0.242697389724208	-5.37493592478024	7.66099207641298e-08	4.96906538442006e-06
RAC2	104.318412998889	2.65171339510163	0.493503281002921	5.37324369903417	7.73326985535409e-08	4.9921738720274e-06
SH3D19	2477.06206213826	1.77491922997918	0.330575484564908	5.36917984803158	7.909551266326e-08	5.08188668861445e-06
PLEKHF1	311.725387944492	-3.33628415203491	0.622253580533429	-5.36161503349626	8.24811712365309e-08	5.27453536813515e-06
RAI14	374.182761791827	1.69123318204165	0.316139094879445	5.34964896602419	8.81249973960427e-08	5.60911490435279e-06
COQ8A	2880.30049888259	-1.81442581092837	0.339356524152246	-5.34666547360781	8.95893762834467e-08	5.67579950863641e-06
FAAP100	452.202525364934	-1.8649237484809	0.348972025843082	-5.3440494090477	9.08927747942607e-08	5.73171521052141e-06
CD84	77.6055133962095	3.18442492715374	0.596452753335423	5.33893910179159	9.34920386008508e-08	5.86845648747552e-06
TMUB2	498.150489975487	-1.40760976230925	0.263980068731508	-5.33225773094602	9.69991342677715e-08	6.06066609110695e-06
SRP19	500.991665206102	1.55319766647906	0.291455403115966	5.32910918745625	9.86956514280434e-08	6.13850898676429e-06
TRIM45	368.103720674997	-1.51594958549384	0.284535600965456	-5.32780284909895	9.94079397236891e-08	6.15470703171077e-06
PPCS	609.89915729167	1.41756026121736	0.266443688053203	5.32029965346489	1.03596476694038e-07	6.38501180565379e-06
GPSM2	125.548384692946	2.59715904874449	0.488308373048521	5.31868628942477	1.04519169329653e-07	6.38916355685958e-06
FAM53B	982.397722136962	-1.55181248051607	0.291774029110492	-5.31854217884626	1.0460197292267e-07	6.38916355685958e-06
MROH7	468.11653903241	-3.6043235768099	0.678285514431014	-5.31387373034704	1.07318997138027e-07	6.50564033837368e-06
SEMA4B	453.130324442562	-2.53013895732641	0.476160386517346	-5.31362756955053	1.0746414184965e-07	6.50564033837368e-06
C14orf180	2154.13271822741	-2.32349945896762	0.43739166036625	-5.31217137752933	1.08326655785004e-07	6.52883795773246e-06
BCAT2	854.275930421153	-1.32059475570323	0.248781869562245	-5.30824355499434	1.10686676110736e-07	6.64168817314683e-06
VPS29	970.170849123618	1.35517685567289	0.255793307353046	5.29793711061593	1.1711828725899e-07	6.99679031032766e-06
FAM234A	2275.96269473838	-1.41094592903247	0.26664701383158	-5.29143720290696	1.21358861643882e-07	7.21846748668697e-06
MUSTN1	263.406018809748	3.29334528717637	0.623388918783042	5.28297053082933	1.27105843788051e-07	7.52742912276974e-06
PTP4A1	813.088350247963	2.01061429717745	0.381319361312574	5.27278313447429	1.34370309195251e-07	7.92319472531826e-06
PAQR4	244.707240779803	2.06141825578932	0.391709915796632	5.26261443138849	1.42021213812977e-07	8.31662792855384e-06
